subsystem	component	bundle_path	adapted_system_types	component_dependency_count	component_dependencies	third_party_dependency_count	third_party_dependencies	sub_component_target_count	sub_component_targets	inner_kit_count	test_entry_count	test_entries
powermgr	thermal_manager	base/powermgr/thermal_manager/bundle.json	standard	37	ability_base,ability_runtime,access_token,ace_engine,appspawn,audio_framework,battery_statistics,battery_manager,bundle_framework,cJSON,common_event_service,config_policy,c_utils,display_manager,drivers_interface_battery,drivers_interface_thermal,eventhandler,ffrt,hdf_core,hicollie,hisysevent,hilog,init,ipc,libxml2,image_framework,napi,netmanager_base,power_manager,runtime_core,safwk,samgr,selinux_adapter,api_metrics,soc_perf,time_service,window_manager	0		0		5	7	//base/powermgr/thermal_manager/test:unittest,//base/powermgr/thermal_manager/test:fuzztest,//base/powermgr/thermal_manager/test:systemtest,//base/powermgr/thermal_manager/frameworks/ets/taihe:thermal_manager_taihe_test,//base/powermgr/thermal_manager/test/fuzztest/thermallevelcallbackstub_fuzzer:fuzztest,//base/powermgr/thermal_manager/test/fuzztest/thermal_fuzzer:fuzztest,//base/powermgr/thermal_manager/test/fuzztest/thermalsrvsensorinfo_fuzzer:fuzztest
print	print_fwk	base/print/print_fwk/bundle.json	standard	47	ability_base,ability_runtime,access_token,backends,bounds_checking_function,bundle_framework,c_utils,common_event_service,cups,cups-filters,curl,drivers_interface_usb,distributed_notification_service,eventhandler,hisysevent,hilog,init,i18n,ipc,jsoncpp,napi,netmanager_ext,openssl,os_account,resource_management,safwk,samgr,selinux_adapter,security_guard,time_service,udmf,usb_manager,wifi,cJSON,runtime_core,ace_engine,libxml2,input,image_framework,data_share,enterprise_device_management,huks,api_metrics,ets_frontend,node,libuv,config_policy	1	zlib	0		6	1	//base/print/print_fwk/test:test
product_arm64_virt	product_arm64_virt	vendor/ohemu/qemu_arm64_linux_full/bundle.json	standard	0		0		1	//vendor/ohemu/qemu_arm64_linux_full/power_config:power_mode_config	0	0	
product_wukong100	product_wukong100	vendor/revoview/wukong100/bundle.json	standard	8	soc_p7885,init,c_utils,hdf_core,samgr,ipc,hilog,bounds_checking_function	1	bounds_checking_function	12	//vendor/revoview/wukong100/default_app_config:default_app_config,//vendor/revoview/wukong100/image_conf:custom_image_conf,//vendor/revoview/wukong100/preinstall-config:preinstall-config,//vendor/revoview/wukong100/resourceschedule:resourceschedule,//vendor/revoview/wukong100/bootanimation:bootanimation_config,//vendor/revoview/wukong100/etc:product_etc_conf,//vendor/revoview/wukong100/hals/audio:hdf_audio_config,//vendor/revoview/wukong100/hals/codec/:hdf_codec_config,//vendor/revoview/wukong100/hdf_config/uhdf:hdf_config,//vendor/revoview/wukong100/window_config:window_config,//vendor/revoview/wukong100/audio_conf:product_audio_conf,//vendor/revoview/wukong100/app:test_app	0	0	
product_x86_64_virt	product_x86_64_virt	vendor/ohemu/qemu_x86_64_linux_full/bundle.json	standard	0		0		1	//vendor/ohemu/qemu_x86_64_linux_full/power_config:power_mode_config	0	0	
request	request	base/request/request/bundle.json	standard	36	rust_cxx,ylong_runtime,ylong_http,os_account,samgr,init,ipc,certificate_manager,common_event_service,netmanager_base,eventhandler,ability_runtime,app_file_service,safwk,access_token,relational_store,napi,ability_base,hilog,hitrace,hisysevent,core_service,cellular_data,distributed_notification_service,c_utils,netstack,storage_service,ffrt,openssl,curl,libuv,resource_management,i18n,bundle_framework,runtime_core,ets_frontend	0		0		6	18	//base/request/request/test/fuzztest:fuzztest,//base/request/request/test/unittest/js_test/requestAgentTaskTest:unittest,//base/request/request/test/unittest/js_test/requestQueryTaskTest:unittest,//base/request/request/test/unittest/js_test/requestSystemQueryTest:unittest,//base/request/request/test/unittest/cpp_test/saTest:unittest,//base/request/request/test/unittest/cpp_test/preload:unittest,//base/request/request/test/unittest/cpp_test/fwkTest:unittest,//base/request/request/test/unittest/cpp_test/innerTest:unittest,//base/request/request/test/unittest/cpp_test/netstack:unittest,//base/request/request/test/unittest/cpp_test/inotifyImage:unittest,//base/request/request/test/unittest/cpp_test/preloadNapi:unittest,//base/request/request/services/tests:unittest,//base/request/request/frameworks/native/cache_download:unittest,//base/request/request/frameworks/native/cache_core:unittest,//base/request/request/common/netstack_rs:unittest,//base/request/request/common/ffrt_rs:unittest,//base/request/request/common/utils:unittest,//base/request/request/common/database:unittest
request	request_cangjie_wrapper	base/request/request_cangjie_wrapper/bundle.json	standard	5	cangjie_ark_interop,arkui_cangjie_wrapper,hiviewdfx_cangjie_wrapper,ability_cangjie_wrapper,request	0		1	//base/request/request_cangjie_wrapper/ohos/request:ohos.request	2	0	
resourceschedule	background_task_mgr	foundation/resourceschedule/background_task_mgr/bundle.json	standard	32	ability_base,ability_runtime,access_token,ace_engine,audio_framework,bundle_framework,common_event_service,config_policy,eventhandler,hitrace,hilog,ipc,init,napi,os_account,resource_management,resource_schedule_service,safwk,samgr,c_utils,distributed_notification_service,hicollie,hisysevent,hiview,i18n,relational_store,icu,runtime_core,ets_frontend,image_framework,json,taihe_ffi_gen	0		0		2	1	//foundation/resourceschedule/background_task_mgr:test_background_task_mgr_all
resourceschedule	device_standby	foundation/resourceschedule/device_standby/bundle.json	standard	29	ability_base,ability_runtime,access_token,background_task_mgr,battery_manager,bundle_framework,call_manager,common_event_service,config_policy,c_utils,eventhandler,hicollie,hilog,hitrace,idl_tool,init,ipc,input,napi,netmanager_base,power_manager,runtime_core,safwk,samgr,sensor,time_service,work_scheduler,json,resource_schedule_service	0		0		5	6	//foundation/resourceschedule/device_standby/interfaces/innerkits/test/unittest:unittest,//foundation/resourceschedule/device_standby/services/test/unittest:unittest,//foundation/resourceschedule/device_standby/plugins/test/unittest:unittest,//foundation/resourceschedule/device_standby/services/test/fuzztest:fuzztest,//foundation/resourceschedule/device_standby/plugins/test/fuzztest:fuzztest,//foundation/resourceschedule/device_standby/utils/test/fuzztest:fuzztest
resourceschedule	device_usage_statistics	foundation/resourceschedule/device_usage_statistics/bundle.json	standard	24	relational_store,runtime_core,safwk,config_policy,os_account,ipc,access_token,ability_runtime,hicollie,hilog,samgr,c_utils,cJSON,napi,background_task_mgr,power_manager,selinux_adapter,time_service,init,ffrt,hisysevent,hitrace,window_manager,ets_frontend	0		0		2	2	//foundation/resourceschedule/device_usage_statistics:test_all,//foundation/resourceschedule/device_usage_statistics/test/fuzztest/bundle_fuzzer:BundleActiveEventFuzzTest
resourceschedule	ffrt	foundation/resourceschedule/ffrt/bundle.json	standard	6	bounds_checking_function,c_utils,hilog,hisysevent,faultloggerd,napi	0		2	//foundation/resourceschedule/ffrt:libffrt,//foundation/resourceschedule/ffrt:ffrt_ndk	1	1	//foundation/resourceschedule/ffrt/test/ut:ffrt_unittest_ffrt
resourceschedule	frame_aware_sched	foundation/resourceschedule/frame_aware_sched/bundle.json	standard	9	bounds_checking_function,c_utils,eventhandler,ffrt,hitrace,hilog,libxml2,samgr,safwk	0		5	//foundation/resourceschedule/frame_aware_sched/interfaces/innerkits/frameintf:frame_ui_intf,//foundation/resourceschedule/frame_aware_sched/interfaces/innerkits/frameintf:frame_msg_intf,//foundation/resourceschedule/frame_aware_sched/interfaces/innerkits/frameintf:frame_trace_intf,//foundation/resourceschedule/frame_aware_sched/interfaces/innerkits/frameintf:rtg_interface,//foundation/resourceschedule/frame_aware_sched/profiles:frame_aware_sched_config	4	1	//foundation/resourceschedule/frame_aware_sched/test:frame_unittest
resourceschedule	memmgr	foundation/resourceschedule/memmgr/bundle.json	standard	17	ipc,ability_base,bundle_framework,safwk,background_task_mgr,ability_runtime,os_account,common_event_service,eventhandler,hilog,c_utils,samgr,resource_management,access_token,init,libxml2,json	0		6	//foundation/resourceschedule/memmgr/sa_profile:memmgr_sa_profile,//foundation/resourceschedule/memmgr/services/memmgrservice:memmgrservice,//foundation/resourceschedule/memmgr/services/memmgrservice:memmgrservice_init,//foundation/resourceschedule/memmgr/profile:memmgr_config,//foundation/resourceschedule/memmgr/profile:memmgr.para,//foundation/resourceschedule/memmgr/profile:memmgr.para.dac	1	3	//foundation/resourceschedule/memmgr/test:memmgr_unittest,//foundation/resourceschedule/memmgr/test/fuzztest:memmgr_fuzztest,//foundation/resourceschedule/memmgr/test/fuzztest/mem_fuzzer:fuzztest
resourceschedule	qos_manager	foundation/resourceschedule/qos_manager/bundle.json	standard	13	ability_base,ability_runtime,access_token,config_policy,c_utils,frame_aware_sched,hilog,hitrace,init,ipc,libxml2,safwk,samgr	0		9	//foundation/resourceschedule/qos_manager/etc/init:concurrent_task_service.cfg,//foundation/resourceschedule/qos_manager/etc/param:ffrt.para,//foundation/resourceschedule/qos_manager/etc/param:ffrt.para.dac,//foundation/resourceschedule/qos_manager/sa_profile:concurrent_task_sa_profile,//foundation/resourceschedule/qos_manager/services:concurrentsvc,//foundation/resourceschedule/qos_manager/frameworks/concurrent_task_client:concurrent_task_client,//foundation/resourceschedule/qos_manager/qos:qos,//foundation/resourceschedule/qos_manager/frameworks/native:qos_ndk,//foundation/resourceschedule/qos_manager/qos:pi_mutex	3	2	//foundation/resourceschedule/qos_manager/test:concurrent_unittest,//foundation/resourceschedule/qos_manager/test/fuzztest:fuzztest
resourceschedule	resource_schedule_service	foundation/resourceschedule/resource_schedule_service/bundle.json	standard	41	ability_base,ability_runtime,access_token,audio_framework,av_session,background_task_mgr,bluetooth,bundle_framework,c_utils,cJSON,common_event_service,config_policy,core_service,data_share,device_standby,eventhandler,ffrt,frame_aware_sched,hilog,hisysevent,hitrace,init,idl_tool,ipc,napi,netmanager_base,input,os_account,request,samgr,safwk,selinux_adapter,soc_perf,state_registry,window_manager,power_manager,json,libxml2,jsoncpp,runtime_core,ets_frontend	0		0		10	15	//foundation/resourceschedule/resource_schedule_service/ressched/common/test/unittest:unittest,//foundation/resourceschedule/resource_schedule_service/ressched/test/unittest:unittest,//foundation/resourceschedule/resource_schedule_service/ressched_executor/test/unittest:unittest,//foundation/resourceschedule/resource_schedule_service/ressched_executor/plugins/socperf_executor_plugin/framework/test/unittest:unittest,//foundation/resourceschedule/resource_schedule_service/ressched/plugins/cgroup_sched_plugin/test/unittest:unittest,//foundation/resourceschedule/resource_schedule_service/ressched/sched_controller/test/unittest:unittest,//foundation/resourceschedule/resource_schedule_service/ressched/plugins/frame_aware_plugin/test/unittest:unittest,//foundation/resourceschedule/resource_schedule_service/ressched/plugins/socperf_plugin/test/unittest:unittest,//foundation/resourceschedule/resource_schedule_service/ressched/plugins/socperf_plugin/test/fuzztest:fuzztest,//foundation/resourceschedule/resource_schedule_service/ressched/plugins/device_standby_plugin/test/fuzztest:fuzztest,//foundation/resourceschedule/resource_schedule_service/ressched/test/fuzztest:fuzztest,//foundation/resourceschedule/resource_schedule_service/ressched/test/testutil:ressched_test,//foundation/resourceschedule/resource_schedule_service/ressched/sched_controller/test/fuzztest:fuzztest,//foundation/resourceschedule/resource_schedule_service/ressched/interfaces/kits/test/unittest/systemload_jsunittest:js_unittest,//foundation/resourceschedule/resource_schedule_service/ressched/plugins/cgroup_sched_plugin/test/fuzztest:fuzztest
resourceschedule	soc_perf	foundation/resourceschedule/soc_perf/bundle.json	standard	17	access_token,cJSON,c_utils,config_policy,eventhandler,ffrt,hitrace,hilog,ipc,init,safwk,samgr,selinux_adapter,hisysevent,libxml2,resource_schedule_service,json	0		0		1	3	//foundation/resourceschedule/soc_perf:test_soc_perf_all,//foundation/resourceschedule/soc_perf/test/fuzztest:fuzztest,//foundation/resourceschedule/soc_perf/test/fuzztest/lxjRUC_fuzzer:fuzztest
resourceschedule	work_scheduler	foundation/resourceschedule/work_scheduler/bundle.json	standard	33	thermal_manager,bundle_framework,safwk,os_account,common_event_service,ipc,c_utils,ability_runtime,hilog,samgr,hisysevent,napi,battery_manager,ability_base,eventhandler,ffrt,background_task_mgr,device_standby,device_usage_statistics,access_token,netmanager_base,time_service,init,data_share,config_policy,hiview,hicollie,hitrace,power_manager,resource_schedule_service,runtime_core,ets_frontend,taihe_ffi_gen	0		0		2	1	//foundation/resourceschedule/work_scheduler:test_work_scheduler_all
sdk	sdk	interface/sdk-js/bundle.json	mini,small,standard	1	ets_frontend	0		0		13	0	
sdk	sdk_cangjie	interface/sdk_cangjie/bundle.json	standard	3	cangjie_ark_interop,arkui_cangjie_wrapper,flatbuffers	0		0		0	0	
security	access_token	base/security/access_token/bundle.json	standard	39	ability_base,ability_runtime,asset,audio_framework,ace_engine,bounds_checking_function,bundle_framework,c_utils,camera_framework,cJSON,common_event_service,config_policy,device_manager,dsoftbus,eventhandler,ffrt,hicollie,hisysevent,hitrace,hilog,init,ipc,json,memmgr,napi,openssl,os_account,power_manager,relational_store,safwk,samgr,screenlock_mgr,selinux_adapter,security_guard,sqlite,window_manager,zlib,runtime_core,appverify	0		0		15	2	//base/security/access_token:accesstoken_build_fuzz_test,//base/security/access_token:accesstoken_build_module_test
security	appverify	base/security/appverify/bundle.json	standard,small,mini	10	bounds_checking_function,cJSON,c_utils,hilog,init,ipc,openssl,os_account,samgr,zlib	2	bounds_checking_function,mbedtls	1	//base/security/appverify:appverify_components	2	1	//base/security/appverify:testcase_packages
security	asset	base/security/asset/bundle.json	standard	29	ability_base,ability_runtime,access_token,bounds_checking_function,bundle_framework,cJSON,common_event_service,c_utils,data_share,memmgr,hilog,hitrace,hisysevent,huks,ipc,kv_store,napi,netmanager_base,node,resource_schedule_service,safwk,samgr,sqlite,os_account,rust_cxx,ylong_json,ylong_runtime,openssl,screenlock_mgr	0		0		6	1	//base/security/asset:asset_bin_test
security	certificate_framework	base/security/certificate_framework/bundle.json	standard	8	c_utils,crypto_framework,hilog,napi,node,openssl,runtime_core,taihe_ffi_gen	0		1	//base/security/certificate_framework:certificate_framework_component	2	2	//base/security/certificate_framework:certificate_framework_test,//base/security/certificate_framework:certificate_framework_fuzztest
